Date,Value
2012-09-07,3.656
2012-09-06,3.5235
2012-09-05,3.532
2012-09-04,3.4685
2012-08-31,3.454
2012-08-30,3.4405
2012-08-29,3.4625
2012-08-28,3.47
2012-08-27,3.4845
2012-08-24,3.488
2012-08-23,3.496
2012-08-22,3.46
2012-08-21,3.4565
2012-08-20,3.3735
2012-08-17,3.422
2012-08-16,3.386
2012-08-15,3.3515
2012-08-14,3.3595
2012-08-13,3.3585
2012-08-10,3.409
2012-08-09,3.437
2012-08-08,3.4275
2012-08-07,3.445
2012-08-06,3.393
2012-08-03,3.371
2012-08-02,3.2925
2012-08-01,3.3765
2012-07-31,3.4195
2012-07-30,3.415
2012-07-27,3.426
2012-07-26,3.394
2012-07-25,3.375
2012-07-24,3.353
2012-07-23,3.3815
2012-07-20,3.4485
2012-07-19,3.534
2012-07-18,3.473
2012-07-17,3.453
2012-07-16,3.481
2012-07-13,3.5005
2012-07-12,3.4115
2012-07-11,3.443
2012-07-10,3.393
2012-07-09,3.426
2012-07-06,3.4045
2012-07-05,3.488
2012-07-03,3.5345
2012-07-02,3.465
